t_sec,turn_class,hill_class,turn_angle_deg,hill_angle_deg,is_straight
0.000,0,0,0.0,0.0,0
0.100,0,0,0.0,0.0,0
0.200,0,0,0.0,0.0,0
0.300,0,0,0.0,0.0,0
0.400,0,0,0.0,0.0,0
0.500,0,0,0.0,0.0,0
0.600,0,0,0.0,0.0,0
0.800,0,0,0.0,0.0,0
0.900,0,0,0.0,0.0,0
1.000,0,0,0.0,0.0,0
1.100,0,0,0.0,0.0,0
1.200,0,0,0.0,0.0,0
1.300,0,0,0.0,0.0,0
1.400,0,0,0.0,0.0,0
1.600,0,0,0.0,0.0,0
1.700,0,0,0.0,0.0,0
1.800,0,0,0.0,0.0,0
1.900,0,0,0.0,0.0,0
2.000,0,0,0.0,0.0,0
2.100,0,0,0.0,0.0,0
2.200,0,0,0.0,0.0,0
2.400,0,0,0.0,0.0,0
2.500,0,0,0.0,0.0,0
2.600,0,0,0.0,0.0,0
2.700,0,0,0.0,0.0,0
2.800,0,0,0.0,0.0,0
2.900,0,0,0.0,0.0,0
3.100,0,0,0.0,0.0,0
3.200,0,0,0.0,0.0,0
3.300,0,0,0.0,0.0,0
3.400,0,0,0.0,0.0,0
3.500,0,0,0.0,0.0,0
3.600,0,0,0.0,0.0,0
3.700,0,0,0.0,0.0,0
3.900,0,0,0.0,0.0,0
4.000,0,0,0.0,0.0,0
4.100,0,0,0.0,0.0,0
4.200,0,0,0.0,0.0,0
4.300,0,0,0.0,0.0,0
4.400,0,0,0.0,0.0,1
4.500,0,0,0.0,0.0,1
4.700,0,0,0.0,0.0,1
4.800,0,0,0.0,0.0,1
4.900,0,0,0.0,0.0,1
5.000,0,0,0.0,0.0,1
5.100,0,0,0.0,0.0,1
5.200,0,0,0.0,0.0,1
5.400,0,0,0.0,0.0,1
5.500,0,0,0.0,0.0,1
5.600,0,0,0.0,0.0,1
5.700,0,0,0.0,0.0,1
5.800,0,0,0.0,0.0,1
5.900,0,0,0.0,0.0,1
6.000,0,0,0.0,0.0,1
6.200,0,0,0.0,0.0,1
6.300,0,0,0.0,0.0,1
6.400,0,0,0.0,0.0,1
6.500,0,0,0.0,0.0,1
6.600,0,0,0.0,0.0,1
6.700,0,0,0.0,0.0,1
6.800,0,0,0.0,0.0,1
7.000,0,0,0.0,0.0,1
7.100,0,0,0.0,0.0,1
7.200,0,0,0.0,0.0,1
7.300,0,0,0.0,0.0,1
7.400,0,0,0.0,0.0,1
7.500,0,0,0.0,0.0,1
7.700,0,0,0.0,0.0,1
7.800,0,0,0.0,0.0,1
7.900,0,0,0.0,0.0,1
8.000,0,0,0.0,0.0,1
8.100,0,0,0.0,0.0,1
8.200,0,0,0.0,0.0,1
8.300,0,0,0.0,0.0,1
8.500,0,0,0.0,0.0,1
8.600,0,0,0.0,0.0,1
8.700,0,0,0.0,0.0,1
8.800,0,0,0.0,0.0,1
8.900,0,0,0.0,0.0,1
9.000,0,0,0.0,0.0,1
9.100,0,0,0.0,0.0,1
9.300,0,0,0.0,0.0,1
9.400,0,0,0.0,0.0,1
9.500,0,0,0.0,0.0,1
9.600,0,0,0.0,0.0,1
9.700,0,0,0.0,0.0,1
9.800,0,0,0.0,0.0,1
10.000,0,0,0.0,0.0,1
10.100,0,0,0.0,0.0,1
