t_sec,turn_class,hill_class,turn_angle_deg,hill_angle_deg,is_straight
0.000,0,0,0.0,0.0,0
0.000,0,0,0.0,0.0,0
0.000,0,0,0.0,0.0,0
0.000,0,0,0.0,0.0,0
0.000,0,0,0.0,0.0,0
0.000,0,0,0.0,0.0,0
0.101,0,0,0.0,0.0,0
0.101,0,0,0.0,0.0,0
0.101,0,0,0.0,0.0,0
0.101,0,0,0.0,0.0,0
0.101,0,0,0.0,0.0,0
0.200,0,0,0.0,0.0,0
0.200,0,0,0.0,0.0,0
0.200,0,0,0.0,0.0,0
0.200,0,0,0.0,0.0,0
0.200,0,0,0.0,0.0,0
0.301,0,0,0.0,0.0,0
0.301,0,0,0.0,0.0,0
0.301,0,0,0.0,0.0,0
0.301,0,0,0.0,0.0,0
0.301,0,0,0.0,0.0,0
0.301,0,0,0.0,0.0,0
0.400,0,0,0.0,0.0,0
0.400,0,0,0.0,0.0,0
0.400,0,0,0.0,0.0,0
0.400,0,0,0.0,0.0,0
0.400,0,0,0.0,0.0,0
0.501,0,0,0.0,0.0,0
0.501,0,0,0.0,0.0,0
0.501,0,0,0.0,0.0,0
0.501,0,0,0.0,0.0,0
0.501,0,0,0.0,0.0,0
0.600,0,0,0.0,0.0,0
0.600,0,0,0.0,0.0,0
0.600,0,0,0.0,0.0,0
0.600,0,0,0.0,0.0,0
0.600,0,0,0.0,0.0,0
0.701,0,0,0.0,0.0,0
0.701,0,0,0.0,0.0,0
0.701,0,0,0.0,0.0,0
0.701,0,0,0.0,0.0,0
0.701,0,0,0.0,0.0,0
0.800,0,0,0.0,0.0,0
0.800,0,0,0.0,0.0,0
0.800,0,0,0.0,0.0,0
0.800,0,0,0.0,0.0,0
0.800,0,0,0.0,0.0,0
0.800,0,0,0.0,0.0,0
0.900,0,0,0.0,0.0,0
0.900,0,0,0.0,0.0,0
0.900,0,0,0.0,0.0,0
0.900,0,0,0.0,0.0,0
0.900,0,0,0.0,0.0,0
1.000,0,0,0.0,0.0,0
1.000,0,0,0.0,0.0,0
1.000,0,0,0.0,0.0,0
1.000,0,0,0.0,0.0,0
1.000,0,0,0.0,0.0,0
1.101,0,0,0.0,0.0,0
1.101,0,0,0.0,0.0,0
1.101,0,0,0.0,0.0,0
1.101,0,0,0.0,0.0,0
1.101,0,0,0.0,0.0,0
1.200,0,0,0.0,0.0,0
1.200,0,0,0.0,0.0,0
1.200,0,0,0.0,0.0,0
1.200,0,0,0.0,0.0,0
1.200,0,0,0.0,0.0,0
1.200,0,0,0.0,0.0,0
1.301,0,0,0.0,0.0,0
1.301,0,0,0.0,0.0,0
1.301,0,0,0.0,0.0,0
1.301,0,0,0.0,0.0,0
1.301,0,0,0.0,0.0,0
1.400,0,0,0.0,0.0,0
1.400,0,0,0.0,0.0,0
1.400,0,0,0.0,0.0,0
1.400,0,0,0.0,0.0,0
1.400,0,0,0.0,0.0,0
1.500,0,0,0.0,0.0,0
1.500,0,0,0.0,0.0,0
1.500,0,0,0.0,0.0,0
1.500,0,0,0.0,0.0,0
1.500,0,0,0.0,0.0,0
1.600,0,0,0.0,0.0,0
1.600,0,0,0.0,0.0,0
1.600,0,0,0.0,0.0,0
1.600,0,0,0.0,0.0,0
1.600,0,0,0.0,0.0,0
1.701,0,0,0.0,0.0,0
1.701,0,0,0.0,0.0,0
1.701,0,0,0.0,0.0,0
1.701,0,0,0.0,0.0,0
1.701,0,0,0.0,0.0,0
1.701,0,0,0.0,0.0,0
1.800,0,0,0.0,0.0,0
1.800,0,0,0.0,0.0,0
1.800,0,0,0.0,0.0,0
1.800,0,0,0.0,0.0,0
1.800,0,0,0.0,0.0,0
1.900,0,0,0.0,0.0,0
1.900,0,0,0.0,0.0,0
1.900,0,0,0.0,0.0,0
1.900,0,0,0.0,0.0,0
1.900,0,0,0.0,0.0,0
2.000,0,0,0.0,0.0,0
2.000,0,0,0.0,0.0,0
2.000,0,0,0.0,0.0,0
2.000,0,0,0.0,0.0,0
2.000,0,0,0.0,0.0,0
2.100,0,0,0.0,0.0,0
2.100,0,0,0.0,0.0,0
2.100,0,0,0.0,0.0,0
2.100,0,0,0.0,0.0,0
2.100,0,0,0.0,0.0,0
2.100,0,0,0.0,0.0,0
2.200,0,0,0.0,0.0,0
2.200,0,0,0.0,0.0,0
2.200,0,0,0.0,0.0,0
2.200,0,0,0.0,0.0,0
2.200,0,0,0.0,0.0,0
2.300,0,0,0.0,0.0,0
2.300,0,0,0.0,0.0,0
2.300,0,0,0.0,0.0,0
2.300,0,0,0.0,0.0,0
2.300,0,0,0.0,0.0,0
2.400,0,0,0.0,0.0,0
2.400,0,0,0.0,0.0,0
2.400,0,0,0.0,0.0,0
2.400,0,0,0.0,0.0,0
2.400,0,0,0.0,0.0,0
2.500,0,0,0.0,0.0,0
2.500,0,0,0.0,0.0,0
2.500,0,0,0.0,0.0,0
2.500,0,0,0.0,0.0,0
2.500,0,0,0.0,0.0,0
2.600,0,0,0.0,0.0,0
2.600,0,0,0.0,0.0,0
2.600,0,0,0.0,0.0,0
2.600,0,0,0.0,0.0,0
2.600,0,0,0.0,0.0,0
2.600,0,0,0.0,0.0,0
2.701,0,0,0.0,0.0,0
2.701,0,0,0.0,0.0,0
2.701,0,0,0.0,0.0,0
2.701,0,0,0.0,0.0,0
2.701,0,0,0.0,0.0,0
2.800,0,0,0.0,0.0,0
2.800,0,0,0.0,0.0,0
2.800,0,0,0.0,0.0,0
2.800,0,0,0.0,0.0,0
2.800,0,0,0.0,0.0,0
2.900,0,0,0.0,0.0,0
2.900,0,0,0.0,0.0,0
2.900,0,0,0.0,0.0,0
2.900,0,0,0.0,0.0,0
2.900,0,0,0.0,0.0,0
3.000,0,0,0.0,0.0,0
3.000,0,0,0.0,0.0,0
3.000,0,0,0.0,0.0,0
3.000,0,0,0.0,0.0,0
3.000,0,0,0.0,0.0,0
3.100,0,0,0.0,0.0,0
3.100,0,0,0.0,0.0,0
3.100,0,0,0.0,0.0,0
3.100,0,0,0.0,0.0,0
3.100,0,0,0.0,0.0,0
3.100,0,0,0.0,0.0,0
3.200,0,0,0.0,0.0,0
3.200,0,0,0.0,0.0,0
3.200,0,0,0.0,0.0,0
3.200,0,0,0.0,0.0,0
3.200,0,0,0.0,0.0,0
3.301,0,0,0.0,0.0,0
3.301,0,0,0.0,0.0,0
3.301,0,0,0.0,0.0,0
3.301,0,0,0.0,0.0,0
3.301,0,0,0.0,0.0,0
3.400,0,0,0.0,0.0,0
3.400,0,0,0.0,0.0,0
3.400,0,0,0.0,0.0,0
3.400,0,0,0.0,0.0,0
3.400,0,0,0.0,0.0,0
3.501,0,0,0.0,0.0,0
3.501,0,0,0.0,0.0,0
3.501,0,0,0.0,0.0,0
3.501,0,0,0.0,0.0,0
3.501,0,0,0.0,0.0,0
3.501,0,0,0.0,0.0,0
3.600,0,0,0.0,0.0,0
3.600,0,0,0.0,0.0,0
3.600,0,0,0.0,0.0,0
3.600,0,0,0.0,0.0,0
3.600,0,0,0.0,0.0,0
3.700,0,0,0.0,0.0,0
3.700,0,0,0.0,0.0,0
3.700,0,0,0.0,0.0,0
3.700,0,0,0.0,0.0,0
3.700,0,0,0.0,0.0,0
3.800,0,0,0.0,0.0,0
3.800,0,0,0.0,0.0,0
3.800,0,0,0.0,0.0,0
3.800,0,0,0.0,0.0,0
3.800,0,0,0.0,0.0,0
3.901,0,0,0.0,0.0,0
3.901,0,0,0.0,0.0,0
3.901,0,0,0.0,0.0,0
3.901,0,0,0.0,0.0,0
3.901,0,0,0.0,0.0,0
4.000,0,0,0.0,0.0,0
4.000,0,0,0.0,0.0,0
4.000,0,0,0.0,0.0,0
4.000,0,0,0.0,0.0,0
4.000,0,0,0.0,0.0,0
4.000,0,0,0.0,0.0,0
4.101,0,0,0.0,0.0,0
4.101,0,0,0.0,0.0,0
4.101,0,0,0.0,0.0,0
4.101,0,0,0.0,0.0,0
4.101,0,0,0.0,0.0,0
4.200,0,0,0.0,0.0,0
4.200,0,0,0.0,0.0,0
4.200,0,0,0.0,0.0,0
4.200,0,0,0.0,0.0,0
4.200,0,0,0.0,0.0,0
4.300,0,0,0.0,0.0,0
4.300,0,0,0.0,0.0,0
4.300,0,0,0.0,0.0,0
4.300,0,0,0.0,0.0,0
4.300,0,0,0.0,0.0,0
4.400,0,0,0.0,0.0,0
4.400,0,0,0.0,0.0,0
4.400,0,0,0.0,0.0,0
4.400,0,0,0.0,0.0,0
4.400,0,0,0.0,0.0,0
4.500,0,0,0.0,0.0,0
4.500,0,0,0.0,0.0,0
4.500,0,0,0.0,0.0,0
4.500,0,0,0.0,0.0,0
4.500,0,0,0.0,0.0,0
4.500,0,0,0.0,0.0,0
4.600,0,0,0.0,0.0,0
4.600,0,0,0.0,0.0,0
4.600,0,0,0.0,0.0,0
4.600,0,0,0.0,0.0,0
4.600,0,0,0.0,0.0,0
4.701,0,0,0.0,0.0,0
4.701,0,0,0.0,0.0,0
4.701,0,0,0.0,0.0,0
4.701,0,0,0.0,0.0,0
4.701,0,0,0.0,0.0,0
4.800,0,0,0.0,0.0,0
4.800,0,0,0.0,0.0,0
4.800,0,0,0.0,0.0,0
4.800,0,0,0.0,0.0,0
4.800,0,0,0.0,0.0,0
4.901,0,0,0.0,0.0,0
4.901,0,0,0.0,0.0,0
4.901,0,0,0.0,0.0,0
4.901,0,0,0.0,0.0,0
4.901,0,0,0.0,0.0,0
4.901,0,0,0.0,0.0,0
5.000,0,0,0.0,0.0,0
5.000,0,0,0.0,0.0,0
5.000,0,0,0.0,0.0,0
5.000,0,0,0.0,0.0,0
5.000,0,0,0.0,0.0,0
5.100,0,0,0.0,0.0,0
5.100,0,0,0.0,0.0,0
5.100,0,0,0.0,0.0,0
5.100,0,0,0.0,0.0,0
5.100,0,0,0.0,0.0,0
5.200,0,0,0.0,0.0,0
5.200,0,0,0.0,0.0,0
5.200,0,0,0.0,0.0,0
5.200,0,0,0.0,0.0,0
5.200,0,0,0.0,0.0,0
5.301,0,0,0.0,0.0,0
5.301,0,0,0.0,0.0,0
5.301,0,0,0.0,0.0,0
5.301,0,0,0.0,0.0,0
5.301,0,0,0.0,0.0,0
5.400,0,0,0.0,0.0,0
5.400,0,0,0.0,0.0,0
5.400,0,0,0.0,0.0,0
5.400,0,0,0.0,0.0,0
5.400,0,0,0.0,0.0,0
5.400,0,0,0.0,0.0,0
5.500,0,0,0.0,0.0,0
5.500,0,0,0.0,0.0,0
5.500,0,0,0.0,0.0,0
5.500,0,0,0.0,0.0,0
5.500,0,0,0.0,0.0,0
5.600,0,0,0.0,0.0,0
5.600,0,0,0.0,0.0,0
5.600,0,0,0.0,0.0,0
5.600,0,0,0.0,0.0,0
5.600,0,0,0.0,0.0,0
5.701,0,0,0.0,0.0,0
5.701,0,0,0.0,0.0,0
5.701,0,0,0.0,0.0,0
5.701,0,0,0.0,0.0,0
5.701,0,0,0.0,0.0,0
5.800,0,0,0.0,0.0,0
5.800,0,0,0.0,0.0,0
5.800,0,0,0.0,0.0,0
5.800,0,0,0.0,0.0,0
5.800,0,0,0.0,0.0,0
5.800,0,0,0.0,0.0,0
5.901,0,0,0.0,0.0,0
5.901,0,0,0.0,0.0,0
5.901,0,0,0.0,0.0,0
5.901,0,0,0.0,0.0,0
5.901,0,0,0.0,0.0,0
6.000,0,0,0.0,0.0,0
6.000,0,0,0.0,0.0,0
6.000,0,0,0.0,0.0,0
6.000,0,0,0.0,0.0,0
6.000,0,0,0.0,0.0,0
6.101,0,0,0.0,0.0,0
6.101,0,0,0.0,0.0,0
6.101,0,0,0.0,0.0,0
6.101,0,0,0.0,0.0,0
6.101,0,0,0.0,0.0,0
6.200,0,0,0.0,0.0,0
6.200,0,0,0.0,0.0,0
6.200,0,0,0.0,0.0,0
6.200,0,0,0.0,0.0,0
6.200,0,0,0.0,0.0,0
6.301,0,0,0.0,0.0,0
6.301,0,0,0.0,0.0,0
6.301,0,0,0.0,0.0,0
6.301,0,0,0.0,0.0,0
6.301,0,0,0.0,0.0,0
6.301,0,0,0.0,0.0,0
6.400,0,0,0.0,0.0,0
6.400,0,0,0.0,0.0,0
6.400,0,0,0.0,0.0,0
6.400,0,0,0.0,0.0,0
6.400,0,0,0.0,0.0,0
6.501,0,0,0.0,0.0,0
6.501,0,0,0.0,0.0,0
6.501,0,0,0.0,0.0,0
6.501,0,0,0.0,0.0,0
6.501,0,0,0.0,0.0,0
6.600,0,0,0.0,0.0,0
6.600,0,0,0.0,0.0,0
6.600,0,0,0.0,0.0,0
6.600,0,0,0.0,0.0,0
6.600,0,0,0.0,0.0,0
6.700,0,0,0.0,0.0,0
6.700,0,0,0.0,0.0,0
6.700,0,0,0.0,0.0,0
6.700,0,0,0.0,0.0,0
6.700,0,0,0.0,0.0,0
6.700,0,0,0.0,0.0,0
6.800,0,0,0.0,0.0,0
6.800,0,0,0.0,0.0,0
6.800,0,0,0.0,0.0,0
6.800,0,0,0.0,0.0,0
6.800,0,0,0.0,0.0,0
6.901,0,0,0.0,0.0,0
6.901,0,0,0.0,0.0,0
6.901,0,0,0.0,0.0,0
6.901,0,0,0.0,0.0,0
6.901,0,0,0.0,0.0,0
7.000,0,0,0.0,0.0,0
7.000,0,0,0.0,0.0,0
7.000,0,0,0.0,0.0,0
7.000,0,0,0.0,0.0,0
7.000,0,0,0.0,0.0,0
7.100,0,0,0.0,0.0,0
7.100,0,0,0.0,0.0,0
7.100,0,0,0.0,0.0,0
7.100,0,0,0.0,0.0,0
7.100,0,0,0.0,0.0,0
7.200,0,0,0.0,0.0,0
7.200,0,0,0.0,0.0,0
7.200,0,0,0.0,0.0,0
7.200,0,0,0.0,0.0,0
7.200,0,0,0.0,0.0,0
7.200,0,0,0.0,0.0,0
7.301,0,0,0.0,0.0,0
7.301,0,0,0.0,0.0,0
7.301,0,0,0.0,0.0,0
7.301,0,0,0.0,0.0,0
7.301,0,0,0.0,0.0,0
7.400,0,0,0.0,0.0,0
7.400,0,0,0.0,0.0,0
