t_sec,turn_class,hill_class,turn_angle_deg,hill_angle_deg,is_straight
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.000,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.100,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.200,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.300,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.400,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.500,0,0,0.0,0.0,1
0.600,0,0,0.0,0.0,1
0.600,0,0,0.0,0.0,1
0.600,0,0,0.0,0.0,1
0.600,0,0,0.0,0.0,1
0.600,0,0,0.0,0.0,1
0.600,0,0,0.0,0.0,1
