t_sec,turn_class,hill_class,turn_angle_deg,hill_angle_deg,is_straight
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.000,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.100,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.200,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.300,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.400,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.500,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.600,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.700,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.800,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
0.900,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.000,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.100,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.200,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.300,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.400,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.500,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.600,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.700,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.800,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
1.900,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.000,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.100,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.200,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.300,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.400,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.500,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.600,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.700,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.800,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
2.900,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.000,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.100,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.200,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.300,2,0,-60.0,0.0,0
3.400,2,0,-60.0,0.0,0
3.400,2,0,-60.0,0.0,0
3.400,2,0,-60.0,0.0,0
3.400,2,0,-60.0,0.0,0
3.400,2,0,-60.0,0.0,0
3.400,2,0,-60.0,0.0,0
3.400,2,0,-60.0,0.0,0
3.400,2,0,-60.0,0.0,0
